conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Submission -> Partner,Related information concept link from Submission to Partner,Information Concept Link,,Submission,,Submission,23,,Partner
,Submission -> Payment,Related information concept link from Submission to Payment,Information Concept Link,,Submission,,Submission,24,,Payment
,Submission -> Policy,Related information concept link from Submission to Policy,Information Concept Link,,Submission,,Submission,25,,Policy
,Submission -> Public Sector Entity,Related information concept link from Submission to Public Sector Entity,Information Concept Link,,Submission,,Submission,26,,Public Sector Entity
,Submission -> Submission,Related information concept link from Submission to Submission,Information Concept Link,,Submission,,Submission,27,,Submission
,Submission -> Time,Related information concept link from Submission to Time,Information Concept Link,,Submission,,Submission,28,,Time
,Submission -> Vote,Related information concept link from Submission to Vote,Information Concept Link,,Submission,,Submission,29,,Vote
,Submission -> Work Item,Related information concept link from Submission to Work Item,Information Concept Link,,Submission,,Submission,30,,Work Item
,Submission -> Work Queue,Related information concept link from Submission to Work Queue,Information Concept Link,,Submission,,Submission,31,,Work Queue
,Time,"Category: Primary. A point or duration in the past, present, or future.",Information Concept,,,,,,,
,Second,Type for Time,Information Concept Type,,Time,,Time,1,,
,Minute,Type for Time,Information Concept Type,,Time,,Time,2,,
,Hour,Type for Time,Information Concept Type,,Time,,Time,3,,
,Day,Type for Time,Information Concept Type,,Time,,Time,4,,
,Week,Type for Time,Information Concept Type,,Time,,Time,5,,
,Month,Type for Time,Information Concept Type,,Time,,Time,6,,
,Year,Type for Time,Information Concept Type,,Time,,Time,7,,
,Decade,Type for Time,Information Concept Type,,Time,,Time,8,,
,Century,Type for Time,Information Concept Type,,Time,,Time,9,,
,Historical,State for Time,Information Concept State,,Time,,Time,1,,
,Current,State for Time,Information Concept State,,Time,,Time,2,,
,Projected,State for Time,Information Concept State,,Time,,Time,3,,
,Time -> Information,Related information concept link from Time to Information,Information Concept Link,,Time,,Time,1,,Time
,Time -> Time,Related information concept link from Time to Time,Information Concept Link,,Time,,Time,2,,Time
,Training Course,"Category: Primary. A structured theoretical or practical subject matter in a consumable format, associated with a curriculum, workshop, or seminar.",Information Concept,,,,,,,
,Curriculum,Type for Training Course,Information Concept Type,,Training Course,,Training Course,1,,
,Seminar,Type for Training Course,Information Concept Type,,Training Course,,Training Course,2,,
,Workshop,Type for Training Course,Information Concept Type,,Training Course,,Training Course,3,,
,Preparatory,State for Training Course,Information Concept State,,Training Course,,Training Course,1,,
,Ongoing,State for Training Course,Information Concept State,,Training Course,,Training Course,2,,
,Completed,State for Training Course,Information Concept State,,Training Course,,Training Course,3,,
,Training Course -> Constituent,Related information concept link from Training Course to Constituent,Information Concept Link,,Training Course,,Training Course,1,,Constituent
,Training Course -> Content,Related information concept link from Training Course to Content,Information Concept Link,,Training Course,,Training Course,2,,Content
,Training Course -> Government Service,Related information concept link from Training Course to Government Service,Information Concept Link,,Training Course,,Training Course,3,,Government Service
,Training Course -> Human Resource,Related information concept link from Training Course to Human Resource,Information Concept Link,,Training Course,,Training Course,4,,Human Resource
,Training Course -> Initiative,Related information concept link from Training Course to Initiative,Information Concept Link,,Training Course,,Training Course,5,,Initiative
,Training Course -> Job,Related information concept link from Training Course to Job,Information Concept Link,,Training Course,,Training Course,6,,Job
,Training Course -> Language,Related information concept link from Training Course to Language,Information Concept Link,,Training Course,,Training Course,7,,Language
,Training Course -> Location,Related information concept link from Training Course to Location,Information Concept Link,,Training Course,,Training Course,8,,Location
,Training Course -> Objective,Related information concept link from Training Course to Objective,Information Concept Link,,Training Course,,Training Course,9,,Objective
,Training Course -> Partner,Related information concept link from Training Course to Partner,Information Concept Link,,Training Course,,Training Course,10,,Partner
,Training Course -> Plan,Related information concept link from Training Course to Plan,Information Concept Link,,Training Course,,Training Course,11,,Plan
,Training Course -> Policy,Related information concept link from Training Course to Policy,Information Concept Link,,Training Course,,Training Course,12,,Policy
,Training Course -> Standard,Related information concept link from Training Course to Standard,Information Concept Link,,Training Course,,Training Course,13,,Standard
,Trip,Category: Primary. A journey between a starting point location and one or more targeted locations until a final destination is reached.,Information Concept,,,,,,,
,Business,Type for Trip,Information Concept Type,,Trip,,Trip,1,,
,Domestic,Type for Trip,Information Concept Type,,Trip,,Trip,2,,
,Leisure,Type for Trip,Information Concept Type,,Trip,,Trip,3,,
,International,Type for Trip,Information Concept Type,,Trip,,Trip,4,,
,One-way,Type for Trip,Information Concept Type,,Trip,,Trip,5,,
,Personal. Roundtrip,Type for Trip,Information Concept Type,,Trip,,Trip,6,,
,Historical,State for Trip,Information Concept State,,Trip,,Trip,1,,
,In-Progress,State for Trip,Information Concept State,,Trip,,Trip,2,,
,Planned,State for Trip,Information Concept State,,Trip,,Trip,3,,
,Completed,State for Trip,Information Concept State,,Trip,,Trip,4,,
,Trip -> Asset,Related information concept link from Trip to Asset,Information Concept Link,,Trip,,Trip,1,,Asset
,Trip -> Campaign,Related information concept link from Trip to Campaign,Information Concept Link,,Trip,,Trip,2,,Campaign
,Trip -> Constituent,Related information concept link from Trip to Constituent,Information Concept Link,,Trip,,Trip,3,,Constituent
,Trip -> Location,Related information concept link from Trip to Location,Information Concept Link,,Trip,,Trip,4,,Location
,Trip -> Partner,Related information concept link from Trip to Partner,Information Concept Link,,Trip,,Trip,5,,Partner
,Trip -> Plan,Related information concept link from Trip to Plan,Information Concept Link,,Trip,,Trip,6,,Plan
,Trip -> Route,Related information concept link from Trip to Route,Information Concept Link,,Trip,,Trip,7,,Route
,Vote,"Category: Primary. A formal indication of choice such as for a candidate election, referendum, or proposition.",Information Concept,,,,,,,
,Candidate Election,Type for Vote,Information Concept Type,,Vote,,Vote,1,,
,Referendum,Type for Vote,Information Concept Type,,Vote,,Vote,2,,
,Proposition,Type for Vote,Information Concept Type,,Vote,,Vote,3,,
,Open,State for Vote,Information Concept State,,Vote,,Vote,1,,
,Closed,State for Vote,Information Concept State,,Vote,,Vote,2,,
,Counted,State for Vote,Information Concept State,,Vote,,Vote,3,,
,Validated,State for Vote,Information Concept State,,Vote,,Vote,4,,
,Vote -> Campaign,Related information concept link from Vote to Campaign,Information Concept Link,,Vote,,Vote,1,,Campaign
,Vote -> Constituent,Related information concept link from Vote to Constituent,Information Concept Link,,Vote,,Vote,2,,Constituent
,Vote -> Decision,Related information concept link from Vote to Decision,Information Concept Link,,Vote,,Vote,3,,Decision
,Vote -> Interaction,Related information concept link from Vote to Interaction,Information Concept Link,,Vote,,Vote,4,,Interaction
,Vote -> Job,Related information concept link from Vote to Job,Information Concept Link,,Vote,,Vote,5,,Job
,Vote -> Legislation,Related information concept link from Vote to Legislation,Information Concept Link,,Vote,,Vote,6,,Legislation
,Vote -> Location,Related information concept link from Vote to Location,Information Concept Link,,Vote,,Vote,7,,Location
,Vote -> Message,Related information concept link from Vote to Message,Information Concept Link,,Vote,,Vote,8,,Message
,Vote -> Operation,Related information concept link from Vote to Operation,Information Concept Link,,Vote,,Vote,9,,Operation
,Vote -> Policy,Related information concept link from Vote to Policy,Information Concept Link,,Vote,,Vote,10,,Policy
