conceptId,name,description,conceptTypeName,rootConceptId,rootConceptName,partOfConceptId,partOfName,partOrder,referenceToConceptId,referenceToName
,Natural Resource Access Management,"Ability to define, interpret, and enforce the right to view, use, or modify a natural resource or its component parts.",Capability,,Natural Resource Management,,Natural Resource Management,,,
,Natural Resource Access Constraints Definition,Ability to determine access rights limitations for a natural resource.,Capability,,Natural Resource Management,,Natural Resource Access Management,,,
,Natural Resource Access Constraints Interpretation,Ability to understand the access rights limitations for a natural resource.,Capability,,Natural Resource Management,,Natural Resource Access Management,,,
,Natural Resource Access Enforcement,Ability to impose access rights limitations for a natural resource.,Capability,,Natural Resource Management,,Natural Resource Access Management,,,
,Natural Resource Lifecycle Management,"Ability to identify, monitor, and report on natural resource life stages from raw matter extraction including conversion, use, re-use, recycling, transportation, waste disposal to the end of life, and direct actions accordingly.",Capability,,Natural Resource Management,,Natural Resource Management,,,
,Natural Resource Matching,Ability to associate a natural resource with other business objects.,Capability,,Natural Resource Management,,Natural Resource Management,,,
,Natural Resource/Case Matching,Ability to associate a natural resource with a case.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Geographic Space Matching,Ability to associate a natural resource with a geographic space.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Incident Matching,Ability to associate a natural resource with an incident.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Initiative Matching,Ability to associate a natural resource with an initiative.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Legislation Matching,Ability to associate a natural resource with legislation.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Location Matching,Ability to associate a natural resource with a location.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Operation Matching,Ability to associate a natural resource with an operation.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Plan Matching,Ability to associate a natural resource with a plan.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
,Natural Resource/Policy Matching,Ability to associate a natural resource with a policy.,Capability,,Natural Resource Management,,Natural Resource Matching,,,
